visitor_id,visit_date,group,device,traffic_channel,session_minutes,pages_viewed,converted,revenue_usd
VIS-01874,2026-05-18,B,Desktop,Organic,5.41,6,0,0.0
VIS-01875,2026-05-18,B,Mobile,Paid Search,4.81,7,0,0.0
VIS-01876,2026-05-17,B,Desktop,Social,2.56,2,0,0.0
VIS-01877,2026-05-29,B,Desktop,Paid Search,3.11,5,0,0.0
VIS-01878,2026-05-27,B,Mobile,Organic,0.83,6,0,0.0
VIS-01879,2026-05-28,B,Desktop,Paid Search,2.0,3,0,0.0
VIS-01880,2026-05-04,B,Tablet,Paid Search,0.95,4,0,0.0
VIS-01881,2026-05-26,B,Mobile,Social,5.37,4,0,0.0
VIS-01882,2026-05-19,B,Desktop,Social,6.11,7,0,0.0
VIS-01883,2026-05-20,B,Mobile,Referral,13.12,2,1,84.64
VIS-01884,2026-05-13,B,Mobile,Organic,15.32,2,0,0.0
VIS-01885,2026-05-12,B,Mobile,Organic,2.18,1,0,0.0
VIS-01886,2026-05-23,B,Mobile,Paid Search,6.62,7,0,0.0
VIS-01887,2026-05-17,B,Mobile,Referral,1.71,8,0,0.0
VIS-01888,2026-05-19,B,Mobile,Paid Search,0.68,3,0,0.0
VIS-01889,2026-05-12,B,Tablet,Referral,5.3,6,0,0.0
VIS-01890,2026-05-17,B,Mobile,Paid Search,2.45,6,0,0.0
VIS-01891,2026-05-13,B,Desktop,Email,6.37,3,0,0.0
VIS-01892,2026-05-13,B,Tablet,Paid Search,1.91,6,1,66.25
VIS-01893,2026-05-05,B,Mobile,Paid Search,4.35,4,1,82.16
VIS-01894,2026-05-27,B,Mobile,Organic,5.04,7,0,0.0
VIS-01895,2026-05-13,B,Mobile,Paid Search,8.57,2,0,0.0
VIS-01896,2026-05-17,B,Desktop,Organic,3.99,3,0,0.0
VIS-01897,2026-05-04,B,Tablet,Organic,2.92,1,0,0.0
VIS-01898,2026-05-07,B,Mobile,Email,5.39,7,0,0.0
VIS-01899,2026-05-29,B,Desktop,Organic,4.51,5,0,0.0
VIS-01900,2026-05-03,B,Mobile,Referral,3.58,4,0,0.0
VIS-01901,2026-05-09,B,Desktop,Paid Search,3.97,8,0,0.0
VIS-01902,2026-05-29,B,Mobile,Paid Search,3.84,9,0,0.0
VIS-01903,2026-05-16,B,Desktop,Organic,1.44,3,1,43.03
VIS-01904,2026-05-28,B,Desktop,Organic,7.94,5,1,72.63
VIS-01905,2026-05-06,B,Mobile,Referral,9.13,4,0,0.0
VIS-01906,2026-05-20,B,Desktop,Paid Search,5.13,8,0,0.0
VIS-01907,2026-05-07,B,Mobile,Organic,3.2,7,0,0.0
VIS-01908,2026-05-24,B,Desktop,Email,3.4,6,1,45.38
VIS-01909,2026-05-01,B,Mobile,Organic,4.11,6,0,0.0
VIS-01910,2026-05-29,B,Mobile,Email,5.54,3,0,0.0
VIS-01911,2026-05-21,B,Mobile,Social,3.65,10,0,0.0
VIS-01912,2026-05-22,B,Desktop,Social,16.22,7,0,0.0
VIS-01913,2026-05-21,B,Desktop,Organic,3.91,4,0,0.0
VIS-01914,2026-05-10,B,Mobile,Email,3.26,6,0,0.0
VIS-01915,2026-05-26,B,Mobile,Social,3.89,9,0,0.0
VIS-01916,2026-05-23,B,Desktop,Referral,3.79,6,0,0.0
VIS-01917,2026-05-12,B,Desktop,Organic,2.53,7,0,0.0
VIS-01918,2026-05-19,B,Mobile,Email,5.6,4,0,0.0
VIS-01919,2026-05-16,B,Desktop,Paid Search,6.19,6,0,0.0
VIS-01920,2026-05-07,B,Mobile,Email,10.04,6,0,0.0
VIS-01921,2026-05-08,B,Desktop,Email,3.81,6,0,0.0
VIS-01922,2026-05-17,B,Desktop,Email,8.74,5,0,0.0
VIS-01923,2026-05-26,B,Desktop,Paid Search,7.53,2,0,0.0
VIS-01924,2026-05-29,B,Desktop,Organic,6.07,8,0,0.0
VIS-01925,2026-05-20,B,Mobile,Organic,6.72,5,0,0.0
VIS-01926,2026-05-29,B,Mobile,Organic,3.92,4,0,0.0
VIS-01927,2026-05-15,B,Desktop,Organic,2.99,3,1,74.66
VIS-01928,2026-05-11,B,Mobile,Social,2.74,7,0,0.0
VIS-01929,2026-05-01,B,Desktop,Organic,6.84,4,0,0.0
VIS-01930,2026-05-28,B,Desktop,Referral,2.68,1,0,0.0
VIS-01931,2026-05-20,B,Desktop,Social,4.83,10,0,0.0
VIS-01932,2026-05-07,B,Mobile,Organic,8.3,5,0,0.0
VIS-01933,2026-05-29,B,Mobile,Social,4.15,7,0,0.0
VIS-01934,2026-05-11,B,Desktop,Email,6.49,5,1,88.22
VIS-01935,2026-05-06,B,Tablet,Email,3.94,5,0,0.0
VIS-01936,2026-05-06,B,Mobile,Email,1.1,4,0,0.0
VIS-01937,2026-05-15,B,Mobile,Email,2.11,3,0,0.0
VIS-01938,2026-05-11,B,Mobile,Organic,6.71,2,0,0.0
VIS-01939,2026-05-16,B,Mobile,Organic,3.98,2,1,45.71
VIS-01940,2026-05-29,B,Mobile,Paid Search,4.72,3,0,0.0
VIS-01941,2026-05-22,B,Mobile,Email,8.49,5,0,0.0
VIS-01942,2026-05-06,B,Desktop,Paid Search,2.67,5,0,0.0
VIS-01943,2026-05-16,B,Mobile,Organic,1.69,6,1,63.65
VIS-01944,2026-05-07,B,Mobile,Organic,2.69,4,0,0.0
VIS-01945,2026-05-24,B,Mobile,Email,7.79,5,0,0.0
VIS-01946,2026-05-10,B,Mobile,Email,5.63,7,0,0.0
VIS-01947,2026-05-12,B,Desktop,Email,3.57,3,0,0.0
VIS-01948,2026-05-26,B,Tablet,Social,1.8,5,0,0.0
VIS-01949,2026-05-01,B,Desktop,Email,4.24,5,0,0.0
VIS-01950,2026-05-09,B,Desktop,Organic,3.46,5,0,0.0
VIS-01951,2026-05-24,B,Mobile,Organic,5.22,8,0,0.0
VIS-01952,2026-05-12,B,Desktop,Paid Search,1.2,6,0,0.0
VIS-01953,2026-05-16,B,Desktop,Paid Search,4.68,4,0,0.0
VIS-01954,2026-05-15,B,Mobile,Paid Search,3.72,5,0,0.0
VIS-01955,2026-05-09,B,Mobile,Social,4.13,6,0,0.0
VIS-01956,2026-05-25,B,Mobile,Social,2.11,1,0,0.0
VIS-01957,2026-05-29,B,Desktop,Paid Search,6.93,1,0,0.0
VIS-01958,2026-05-11,B,Tablet,Paid Search,2.28,7,0,0.0
VIS-01959,2026-05-30,B,Desktop,Paid Search,4.46,2,0,0.0
VIS-01960,2026-05-22,B,Mobile,Social,7.19,4,0,0.0
VIS-01961,2026-05-08,B,Mobile,Social,3.88,6,0,0.0
VIS-01962,2026-05-25,B,Desktop,Organic,2.95,4,0,0.0
VIS-01963,2026-05-11,B,Desktop,Email,3.27,8,0,0.0
VIS-01964,2026-05-01,B,Desktop,Referral,3.48,8,0,0.0
VIS-01965,2026-05-04,B,Desktop,Paid Search,4.42,6,0,0.0
VIS-01966,2026-05-27,B,Mobile,Organic,5.03,2,0,0.0
VIS-01967,2026-05-24,B,Mobile,Organic,4.45,3,0,0.0
VIS-01968,2026-05-10,B,Desktop,Paid Search,5.74,6,0,0.0
VIS-01969,2026-05-16,B,Mobile,Organic,0.82,3,0,0.0
VIS-01970,2026-05-16,B,Desktop,Email,5.72,6,0,0.0
VIS-01971,2026-05-11,B,Desktop,Organic,11.94,4,0,0.0
VIS-01972,2026-05-01,B,Mobile,Email,2.48,2,0,0.0
VIS-01973,2026-05-01,B,Desktop,Paid Search,10.99,5,0,0.0
VIS-01974,2026-05-28,B,Desktop,Social,3.56,2,1,80.45
VIS-01975,2026-05-25,B,Desktop,Email,5.53,3,0,0.0
VIS-01976,2026-05-03,B,Tablet,Referral,1.02,1,0,0.0
VIS-01977,2026-05-02,B,Desktop,Referral,6.79,1,0,0.0
VIS-01978,2026-05-29,B,Desktop,Organic,2.68,3,0,0.0
VIS-01979,2026-05-28,B,Desktop,Email,3.36,6,0,0.0
VIS-01980,2026-05-16,B,Mobile,Email,10.62,2,0,0.0
VIS-01981,2026-05-23,B,Mobile,Email,5.43,4,0,0.0
VIS-01982,2026-05-22,B,Desktop,Paid Search,5.14,1,0,0.0
VIS-01983,2026-05-09,B,Mobile,Paid Search,3.69,2,0,0.0
VIS-01984,2026-05-21,B,Desktop,Paid Search,7.36,5,0,0.0
VIS-01985,2026-05-10,B,Desktop,Paid Search,9.19,5,0,0.0
VIS-01986,2026-05-01,B,Mobile,Paid Search,1.45,3,0,0.0
VIS-01987,2026-05-24,B,Desktop,Social,2.52,6,1,44.3
VIS-01988,2026-05-21,B,Desktop,Organic,7.16,7,0,0.0
VIS-01989,2026-05-30,B,Mobile,Referral,5.15,1,0,0.0
VIS-01990,2026-05-07,B,Mobile,Organic,3.42,8,0,0.0
VIS-01991,2026-05-05,B,Mobile,Organic,5.98,1,0,0.0
VIS-01992,2026-05-03,B,Desktop,Email,3.39,5,0,0.0
VIS-01993,2026-05-04,B,Desktop,Organic,7.84,4,1,44.59
VIS-01994,2026-05-28,B,Mobile,Organic,1.99,6,0,0.0
VIS-01995,2026-05-03,B,Mobile,Organic,3.67,6,1,84.91
VIS-01996,2026-05-07,B,Mobile,Paid Search,2.81,2,0,0.0
VIS-01997,2026-05-24,B,Desktop,Social,11.87,9,1,62.88
VIS-01998,2026-05-27,B,Mobile,Paid Search,11.3,2,0,0.0
VIS-01999,2026-05-09,B,Desktop,Organic,3.34,5,0,0.0
VIS-02000,2026-05-07,B,Desktop,Email,4.37,5,0,0.0
VIS-02001,2026-05-01,B,Mobile,Social,15.59,9,0,0.0
VIS-02002,2026-05-22,B,Mobile,Paid Search,19.09,2,0,0.0
VIS-02003,2026-05-13,B,Mobile,Organic,5.79,6,0,0.0
VIS-02004,2026-05-24,B,Mobile,Organic,12.58,5,1,67.58
VIS-02005,2026-05-30,B,Mobile,Email,3.36,4,1,63.02
VIS-02006,2026-05-11,B,Mobile,Email,5.35,3,0,0.0
VIS-02007,2026-05-25,B,Desktop,Email,6.6,4,0,0.0
VIS-02008,2026-05-14,B,Tablet,Email,5.1,4,1,39.62
VIS-02009,2026-05-23,B,Desktop,Referral,2.33,4,1,52.41
VIS-02010,2026-05-27,B,Tablet,Organic,3.61,4,0,0.0
VIS-02011,2026-05-09,B,Mobile,Organic,3.31,2,0,0.0
VIS-02012,2026-05-07,B,Desktop,Email,5.28,1,1,91.86
VIS-02013,2026-05-10,B,Desktop,Social,4.47,4,0,0.0
VIS-02014,2026-05-02,B,Tablet,Email,5.2,3,0,0.0
VIS-02015,2026-05-17,B,Mobile,Paid Search,3.68,9,0,0.0
VIS-02016,2026-05-24,B,Desktop,Organic,1.44,7,0,0.0
VIS-02017,2026-05-22,B,Mobile,Paid Search,5.59,4,0,0.0
VIS-02018,2026-05-28,B,Desktop,Referral,4.38,12,0,0.0
VIS-02019,2026-05-04,B,Desktop,Paid Search,5.69,8,1,75.51
VIS-02020,2026-05-12,B,Mobile,Organic,4.67,4,0,0.0
VIS-02021,2026-05-28,B,Mobile,Paid Search,2.55,6,1,74.95
VIS-02022,2026-05-06,B,Mobile,Email,8.72,3,0,0.0
VIS-02023,2026-05-08,B,Desktop,Social,4.67,2,0,0.0
VIS-02024,2026-05-07,B,Mobile,Referral,3.3,4,0,0.0
VIS-02025,2026-05-22,B,Desktop,Email,3.58,3,0,0.0
VIS-02026,2026-05-16,B,Mobile,Organic,8.89,4,0,0.0
VIS-02027,2026-05-17,B,Mobile,Email,6.51,4,0,0.0
VIS-02028,2026-05-29,B,Desktop,Referral,3.02,6,1,47.35
VIS-02029,2026-05-04,B,Mobile,Organic,1.58,1,0,0.0
VIS-02030,2026-05-24,B,Mobile,Social,7.29,6,0,0.0
VIS-02031,2026-05-24,B,Mobile,Organic,1.94,7,0,0.0
VIS-02032,2026-05-25,B,Mobile,Paid Search,6.11,3,1,69.89
VIS-02033,2026-05-11,B,Desktop,Paid Search,1.97,3,0,0.0
VIS-02034,2026-05-12,B,Desktop,Referral,2.77,5,0,0.0
VIS-02035,2026-05-28,B,Desktop,Social,6.46,3,1,40.56
VIS-02036,2026-05-09,B,Mobile,Paid Search,3.06,7,0,0.0
VIS-02037,2026-05-16,B,Desktop,Social,2.95,5,0,0.0
VIS-02038,2026-05-21,B,Desktop,Paid Search,1.38,7,0,0.0
VIS-02039,2026-05-28,B,Desktop,Organic,3.55,5,0,0.0
VIS-02040,2026-05-28,B,Tablet,Organic,5.21,5,0,0.0
VIS-02041,2026-05-11,B,Mobile,Email,1.29,4,0,0.0
VIS-02042,2026-05-20,B,Mobile,Email,6.93,5,1,57.17
VIS-02043,2026-05-04,B,Mobile,Referral,1.44,9,0,0.0
VIS-02044,2026-05-30,B,Mobile,Paid Search,9.51,5,0,0.0
VIS-02045,2026-05-16,B,Mobile,Organic,8.04,2,1,77.63
VIS-02046,2026-05-14,B,Tablet,Social,2.01,3,0,0.0
VIS-02047,2026-05-09,B,Mobile,Organic,7.73,5,0,0.0
VIS-02048,2026-05-10,B,Tablet,Organic,1.33,7,0,0.0
VIS-02049,2026-05-12,B,Desktop,Paid Search,4.54,5,1,66.61
VIS-02050,2026-05-02,B,Mobile,Organic,2.77,3,0,0.0
VIS-02051,2026-05-18,B,Tablet,Paid Search,6.16,2,0,0.0
VIS-02052,2026-05-08,B,Mobile,Organic,1.3,4,0,0.0
VIS-02053,2026-05-27,B,Mobile,Email,0.43,8,0,0.0
VIS-02054,2026-05-22,B,Mobile,Email,1.59,10,1,74.42
VIS-02055,2026-05-05,B,Mobile,Social,1.6,3,0,0.0
VIS-02056,2026-05-24,B,Mobile,Referral,3.89,8,0,0.0
VIS-02057,2026-05-07,B,Desktop,Organic,5.68,9,0,0.0
VIS-02058,2026-05-07,B,Desktop,Social,5.06,5,0,0.0
VIS-02059,2026-05-04,B,Mobile,Organic,1.66,7,0,0.0
VIS-02060,2026-05-11,B,Desktop,Email,3.27,7,0,0.0
VIS-02061,2026-05-21,B,Mobile,Referral,18.13,4,1,67.92
VIS-02062,2026-05-04,B,Tablet,Organic,7.65,3,0,0.0
VIS-02063,2026-05-03,B,Tablet,Organic,0.89,4,0,0.0
VIS-02064,2026-05-13,B,Tablet,Referral,3.68,4,0,0.0
VIS-02065,2026-05-28,B,Mobile,Paid Search,4.84,4,0,0.0
VIS-02066,2026-05-12,B,Tablet,Email,3.36,7,1,71.03
VIS-02067,2026-05-15,B,Desktop,Referral,2.95,3,0,0.0
VIS-02068,2026-05-28,B,Mobile,Email,10.28,3,0,0.0
VIS-02069,2026-05-24,B,Desktop,Organic,2.42,4,0,0.0
VIS-02070,2026-05-24,B,Tablet,Organic,4.2,5,0,0.0
VIS-02071,2026-05-02,B,Mobile,Referral,3.25,5,0,0.0
VIS-02072,2026-05-28,B,Mobile,Paid Search,4.05,3,0,0.0
VIS-02073,2026-05-18,B,Desktop,Social,2.89,6,0,0.0
VIS-02074,2026-05-04,B,Mobile,Email,3.92,10,0,0.0
VIS-02075,2026-05-15,B,Desktop,Paid Search,7.17,3,0,0.0
VIS-02076,2026-05-10,B,Desktop,Social,3.79,7,0,0.0
VIS-02077,2026-05-08,B,Mobile,Social,3.61,4,0,0.0
VIS-02078,2026-05-26,B,Mobile,Organic,1.46,3,0,0.0
VIS-02079,2026-05-04,B,Desktop,Email,4.2,4,0,0.0
VIS-02080,2026-05-08,B,Desktop,Referral,12.13,7,0,0.0
VIS-02081,2026-05-10,B,Mobile,Paid Search,6.99,2,0,0.0
VIS-02082,2026-05-11,B,Desktop,Social,3.94,6,1,60.46
VIS-02083,2026-05-27,B,Mobile,Organic,2.42,7,0,0.0
VIS-02084,2026-05-04,B,Desktop,Organic,6.4,2,0,0.0
VIS-02085,2026-05-02,B,Mobile,Email,6.67,7,0,0.0
VIS-02086,2026-05-01,B,Mobile,Organic,4.1,5,0,0.0
VIS-02087,2026-05-20,B,Desktop,Organic,7.59,3,0,0.0
VIS-02088,2026-05-19,B,Mobile,Paid Search,7.26,7,0,0.0
VIS-02089,2026-05-15,B,Mobile,Organic,2.51,6,0,0.0
VIS-02090,2026-05-12,B,Mobile,Social,2.88,2,0,0.0
VIS-02091,2026-05-08,B,Mobile,Paid Search,1.93,4,1,47.48
VIS-02092,2026-05-11,B,Desktop,Email,4.38,4,0,0.0
VIS-02093,2026-05-08,B,Mobile,Social,7.21,5,0,0.0
VIS-02094,2026-05-13,B,Mobile,Organic,13.08,4,1,57.49
VIS-02095,2026-05-09,B,Mobile,Organic,2.61,6,0,0.0
VIS-02096,2026-05-24,B,Tablet,Paid Search,3.78,5,0,0.0
VIS-02097,2026-05-13,B,Mobile,Email,7.87,11,0,0.0
VIS-02098,2026-05-03,B,Mobile,Paid Search,3.28,4,1,51.53
VIS-02099,2026-05-25,B,Mobile,Organic,6.34,5,1,61.17
VIS-02100,2026-05-01,B,Desktop,Organic,7.0,7,0,0.0
VIS-02101,2026-05-15,B,Desktop,Social,3.29,8,0,0.0
VIS-02102,2026-05-03,B,Mobile,Social,1.97,7,0,0.0
VIS-02103,2026-05-05,B,Mobile,Paid Search,5.78,5,1,58.76
VIS-02104,2026-05-02,B,Mobile,Referral,12.9,3,0,0.0
VIS-02105,2026-05-15,B,Desktop,Email,10.28,3,0,0.0
VIS-02106,2026-05-20,B,Mobile,Organic,4.52,2,0,0.0
VIS-02107,2026-05-20,B,Mobile,Organic,9.02,2,0,0.0
VIS-02108,2026-05-16,B,Mobile,Email,5.92,1,0,0.0
VIS-02109,2026-05-24,B,Mobile,Organic,9.45,2,0,0.0
VIS-02110,2026-05-03,B,Tablet,Organic,5.08,7,0,0.0
VIS-02111,2026-05-19,B,Desktop,Organic,5.23,7,0,0.0
VIS-02112,2026-05-11,B,Desktop,Organic,2.01,7,0,0.0
VIS-02113,2026-05-14,B,Mobile,Social,2.64,5,1,68.28
VIS-02114,2026-05-03,B,Mobile,Paid Search,5.65,1,0,0.0
VIS-02115,2026-05-05,B,Desktop,Paid Search,5.98,4,0,0.0
VIS-02116,2026-05-17,B,Desktop,Social,4.52,9,0,0.0
VIS-02117,2026-05-10,B,Tablet,Paid Search,8.79,7,1,23.96
VIS-02118,2026-05-23,B,Mobile,Email,2.75,3,0,0.0
VIS-02119,2026-05-25,B,Mobile,Paid Search,5.11,3,0,0.0
VIS-02120,2026-05-05,B,Desktop,Social,1.63,5,0,0.0
VIS-02121,2026-05-26,B,Mobile,Referral,6.53,5,0,0.0
VIS-02122,2026-05-26,B,Mobile,Organic,6.15,6,0,0.0
VIS-02123,2026-05-03,B,Desktop,Organic,1.74,6,0,0.0
VIS-02124,2026-05-24,B,Desktop,Social,4.51,10,0,0.0
VIS-02125,2026-05-15,B,Desktop,Paid Search,13.96,2,0,0.0
VIS-02126,2026-05-30,B,Mobile,Social,3.82,8,0,0.0
VIS-02127,2026-05-08,B,Mobile,Social,1.78,8,1,63.42
VIS-02128,2026-05-16,B,Mobile,Organic,10.33,7,0,0.0
VIS-02129,2026-05-10,B,Mobile,Organic,1.4,4,0,0.0
VIS-02130,2026-05-17,B,Tablet,Organic,3.2,6,0,0.0
VIS-02131,2026-05-01,B,Desktop,Social,9.83,9,0,0.0
VIS-02132,2026-05-01,B,Mobile,Organic,2.89,5,0,0.0
VIS-02133,2026-05-15,B,Desktop,Paid Search,12.5,5,0,0.0
VIS-02134,2026-05-28,B,Desktop,Organic,5.4,3,1,69.84
VIS-02135,2026-05-30,B,Mobile,Organic,3.1,4,0,0.0
VIS-02136,2026-05-24,B,Mobile,Email,6.62,2,0,0.0
VIS-02137,2026-05-06,B,Mobile,Referral,4.93,2,0,0.0
VIS-02138,2026-05-20,B,Mobile,Referral,9.71,7,0,0.0
VIS-02139,2026-05-06,B,Desktop,Organic,1.89,7,0,0.0
VIS-02140,2026-05-24,B,Desktop,Paid Search,8.28,6,0,0.0
VIS-02141,2026-05-15,B,Mobile,Email,2.84,3,1,42.69
VIS-02142,2026-05-07,B,Desktop,Referral,3.57,8,0,0.0
VIS-02143,2026-05-30,B,Desktop,Referral,5.88,5,0,0.0
VIS-02144,2026-05-25,B,Mobile,Social,5.14,8,0,0.0
VIS-02145,2026-05-20,B,Mobile,Social,4.25,6,0,0.0
VIS-02146,2026-05-22,B,Mobile,Social,7.14,2,1,89.15
VIS-02147,2026-05-08,B,Desktop,Organic,8.37,7,0,0.0
VIS-02148,2026-05-07,B,Mobile,Referral,3.99,5,0,0.0
VIS-02149,2026-05-12,B,Desktop,Paid Search,10.59,1,0,0.0
VIS-02150,2026-05-23,B,Mobile,Paid Search,5.92,2,0,0.0
VIS-02151,2026-05-23,B,Desktop,Organic,4.04,1,1,84.66
VIS-02152,2026-05-17,B,Desktop,Email,7.93,9,0,0.0
VIS-02153,2026-05-29,B,Mobile,Organic,7.07,6,0,0.0
VIS-02154,2026-05-22,B,Mobile,Paid Search,3.34,7,0,0.0
VIS-02155,2026-05-30,B,Desktop,Organic,4.47,6,0,0.0
VIS-02156,2026-05-05,B,Desktop,Organic,10.11,4,1,47.97
VIS-02157,2026-05-21,B,Desktop,Paid Search,5.76,3,0,0.0
VIS-02158,2026-05-26,B,Desktop,Referral,8.27,7,0,0.0
VIS-02159,2026-05-01,B,Mobile,Paid Search,2.22,1,0,0.0
VIS-02160,2026-05-12,B,Desktop,Paid Search,0.24,7,0,0.0
VIS-02161,2026-05-22,B,Mobile,Email,5.6,6,0,0.0
VIS-02162,2026-05-26,B,Desktop,Email,10.15,6,1,81.03
VIS-02163,2026-05-28,B,Mobile,Organic,6.19,5,0,0.0
VIS-02164,2026-05-30,B,Desktop,Organic,11.99,2,0,0.0
VIS-02165,2026-05-07,B,Mobile,Organic,7.65,13,0,0.0
VIS-02166,2026-05-02,B,Tablet,Organic,5.13,7,0,0.0
VIS-02167,2026-05-06,B,Mobile,Referral,3.73,5,1,69.28
VIS-02168,2026-05-20,B,Desktop,Organic,11.51,7,0,0.0
VIS-02169,2026-05-25,B,Mobile,Organic,8.22,3,0,0.0
VIS-02170,2026-05-01,B,Mobile,Organic,2.23,5,0,0.0
VIS-02171,2026-05-20,B,Mobile,Social,4.26,3,0,0.0
VIS-02172,2026-05-10,B,Desktop,Paid Search,6.85,2,0,0.0
VIS-02173,2026-05-03,B,Desktop,Organic,2.52,4,0,0.0
VIS-02174,2026-05-30,B,Mobile,Organic,6.19,5,0,0.0
VIS-02175,2026-05-24,B,Tablet,Social,6.57,5,0,0.0
VIS-02176,2026-05-20,B,Mobile,Organic,2.6,4,0,0.0
VIS-02177,2026-05-09,B,Mobile,Social,6.98,4,0,0.0
VIS-02178,2026-05-22,B,Desktop,Paid Search,6.73,3,0,0.0
VIS-02179,2026-05-13,B,Tablet,Social,4.96,5,1,43.53
VIS-02180,2026-05-14,B,Mobile,Organic,6.72,6,0,0.0
VIS-02181,2026-05-20,B,Mobile,Social,2.83,4,0,0.0
VIS-02182,2026-05-11,B,Mobile,Organic,7.59,4,0,0.0
VIS-02183,2026-05-25,B,Mobile,Organic,2.48,8,0,0.0
VIS-02184,2026-05-04,B,Mobile,Organic,14.69,4,0,0.0
VIS-02185,2026-05-22,B,Mobile,Organic,3.46,6,0,0.0
VIS-02186,2026-05-20,B,Mobile,Social,6.65,7,1,57.65
VIS-02187,2026-05-16,B,Tablet,Paid Search,10.54,7,0,0.0
VIS-02188,2026-05-30,B,Tablet,Paid Search,7.57,3,0,0.0
VIS-02189,2026-05-20,B,Mobile,Social,2.86,3,1,64.76
VIS-02190,2026-05-15,B,Tablet,Organic,6.34,7,0,0.0
VIS-02191,2026-05-19,B,Desktop,Social,3.47,8,0,0.0
VIS-02192,2026-05-15,B,Tablet,Social,5.64,3,0,0.0
VIS-02193,2026-05-24,B,Mobile,Social,8.49,5,0,0.0
VIS-02194,2026-05-23,B,Desktop,Paid Search,9.7,4,0,0.0
VIS-02195,2026-05-14,B,Mobile,Paid Search,6.9,4,0,0.0
VIS-02196,2026-05-03,B,Mobile,Social,6.88,7,0,0.0
VIS-02197,2026-05-28,B,Mobile,Organic,5.5,2,0,0.0
VIS-02198,2026-05-20,B,Tablet,Paid Search,6.07,7,0,0.0
VIS-02199,2026-05-16,B,Mobile,Referral,8.37,3,0,0.0
VIS-02200,2026-05-28,B,Desktop,Referral,2.91,5,0,0.0
VIS-02201,2026-05-04,B,Mobile,Paid Search,2.8,3,0,0.0
VIS-02202,2026-05-04,B,Desktop,Organic,5.93,7,0,0.0
VIS-02203,2026-05-26,B,Mobile,Social,7.17,4,0,0.0
VIS-02204,2026-05-30,B,Mobile,Paid Search,6.9,5,1,54.36
VIS-02205,2026-05-06,B,Desktop,Social,3.57,6,0,0.0
VIS-02206,2026-05-25,B,Mobile,Social,6.7,4,0,0.0
VIS-02207,2026-05-15,B,Mobile,Email,1.84,8,0,0.0
VIS-02208,2026-05-28,B,Desktop,Referral,15.63,2,0,0.0
VIS-02209,2026-05-03,B,Mobile,Paid Search,4.15,5,0,0.0
VIS-02210,2026-05-04,B,Tablet,Referral,4.27,4,0,0.0
VIS-02211,2026-05-10,B,Desktop,Organic,4.82,2,1,43.85
VIS-02212,2026-05-16,B,Desktop,Social,3.33,5,0,0.0
VIS-02213,2026-05-29,B,Tablet,Referral,1.75,5,0,0.0
VIS-02214,2026-05-23,B,Desktop,Social,3.24,8,0,0.0
VIS-02215,2026-05-24,B,Mobile,Organic,8.8,5,0,0.0
VIS-02216,2026-05-24,B,Desktop,Organic,9.92,4,0,0.0
VIS-02217,2026-05-23,B,Desktop,Email,2.94,8,0,0.0
VIS-02218,2026-05-07,B,Mobile,Paid Search,3.88,3,1,77.87
VIS-02219,2026-05-23,B,Desktop,Email,3.0,5,0,0.0
VIS-02220,2026-05-30,B,Mobile,Email,4.92,5,0,0.0
VIS-02221,2026-05-24,B,Desktop,Referral,4.09,3,0,0.0
VIS-02222,2026-05-04,B,Mobile,Social,4.77,3,0,0.0
VIS-02223,2026-05-03,B,Desktop,Organic,4.85,3,1,65.89
VIS-02224,2026-05-22,B,Desktop,Social,4.29,3,0,0.0
VIS-02225,2026-05-09,B,Tablet,Organic,2.0,2,0,0.0
VIS-02226,2026-05-28,B,Desktop,Organic,11.86,3,0,0.0
VIS-02227,2026-05-30,B,Mobile,Paid Search,6.43,6,0,0.0
VIS-02228,2026-05-25,B,Desktop,Referral,0.86,3,0,0.0
VIS-02229,2026-05-09,B,Desktop,Organic,3.17,4,0,0.0
VIS-02230,2026-05-27,B,Mobile,Email,4.2,4,0,0.0
VIS-02231,2026-05-21,B,Mobile,Social,5.99,5,0,0.0
VIS-02232,2026-05-14,B,Desktop,Organic,14.96,4,0,0.0
VIS-02233,2026-05-08,B,Mobile,Email,6.58,5,0,0.0
VIS-02234,2026-05-27,B,Desktop,Organic,6.65,3,0,0.0
VIS-02235,2026-05-05,B,Mobile,Organic,1.97,7,0,0.0
VIS-02236,2026-05-28,B,Tablet,Organic,11.58,5,0,0.0
VIS-02237,2026-05-15,B,Mobile,Email,5.01,6,0,0.0
VIS-02238,2026-05-19,B,Tablet,Paid Search,2.32,7,0,0.0
VIS-02239,2026-05-16,B,Desktop,Paid Search,3.62,4,0,0.0
VIS-02240,2026-05-20,B,Desktop,Paid Search,4.09,2,0,0.0
VIS-02241,2026-05-06,B,Mobile,Organic,4.44,4,0,0.0
VIS-02242,2026-05-03,B,Mobile,Paid Search,5.15,1,0,0.0
VIS-02243,2026-05-23,B,Desktop,Paid Search,3.42,3,1,36.51
VIS-02244,2026-05-09,B,Desktop,Social,4.15,9,0,0.0
VIS-02245,2026-05-29,B,Desktop,Paid Search,2.85,1,0,0.0
VIS-02246,2026-05-30,B,Mobile,Organic,2.72,7,1,57.46
VIS-02247,2026-05-30,B,Mobile,Social,11.22,9,0,0.0
VIS-02248,2026-05-21,B,Mobile,Social,1.9,3,1,72.97
VIS-02249,2026-05-10,B,Tablet,Paid Search,6.15,6,0,0.0
